 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
Newton: 5	48	13 9 13 13 
Newton: 5	51	13 10 14 14 
Newton: 5	49	13 9 14 13 
Newton: 5	51	13 11 14 13 
Newton: 5	51	12 12 13 14 
Newton: 5	49	12 11 13 13 
Newton: 5	49	12 11 13 13 
Newton: 5	50	11 11 14 14 
Newton: 6	58	11 11 11 13 12 
Newton: 7	56	11 7 10 10 11 7 
Newton: 6	60	13 10 10 14 13 
Newton: 5	50	12 11 13 14 
Newton: 5	51	12 11 14 14 
Newton: 5	51	12 11 14 14 
Newton: 5	51	12 11 14 14 
Newton: 5	48	11 12 11 14 
Newton: 6	61	13 10 13 14 11 
Newton: 6	50	13 9 9 10 9 
Newton: 6	60	13 10 11 13 13 
Newton: 5	50	14 9 14 13 
Newton: 5	51	14 12 11 14 
Newton: 5	50	13 12 11 14 
Newton: 5	50	13 11 12 14 
Newton: 5	49	13 11 11 14 
Newton: 5	44	11 9 13 11 
Newton: 6	58	11 11 13 12 11 
Newton: 5	49	13 10 13 13 
Newton: 5	51	14 10 13 14 
Newton: 5	51	13 11 13 14 
Newton: 5	52	14 11 13 14 
Newton: 5	52	13 11 14 14 
Newton: 5	52	14 11 13 14 
Newton: 5	52	14 11 13 14 
Newton: 5	52	14 11 13 14 
Newton: 5	50	14 11 13 12 
Newton: 5	49	13 11 13 12 
Newton: 6	66	13 14 12 13 14 
Newton: 5	50	13 12 12 13 
Newton: 6	60	13 11 10 12 14 
Newton: 7	62	12 11 9 10 9 11 
Newton: 7	64	13 10 10 10 10 11 
Newton: 6	58	13 12 12 10 11 
Newton: 6	61	14 11 14 11 11 
Newton: 5	52	13 13 13 13 
Newton: 6	63	14 12 9 14 14 
Newton: 7	65	12 12 9 9 11 12 
Newton: 6	58	11 11 11 14 11 
Newton: 6	60	12 12 10 13 13 
Newton: 6	55	10 11 11 12 11 
Newton: 6	57	11 14 8 11 13 
Newton: 6	62	11 14 11 13 13 
Newton: 5	48	10 14 11 13 
Newton: 6	64	11 14 12 14 13 
Newton: 6	69	13 15 13 15 13 
Newton: 5	49	10 14 12 13 
Newton: 5	50	10 16 11 13 
Newton: 6	64	11 13 14 14 12 
Newton: 6	68	11 15 13 16 13 
Newton: 7	77	11 15 10 15 13 13 
Newton: 17	176	12 9 14 9 12 11 7 10 7 6 8 12 14 16 14 15 
Newton: 15	167	11 10 12 9 11 8 13 14 15 13 12 12 15 12 
Newton: 7	83	11 16 11 15 14 16 
Newton: 5	55	12 15 13 15 
Newton: 5	58	14 15 13 16 
Newton: 5	50	11 15 11 13 
Newton: 5	51	11 14 11 15 
Newton: 5	52	11 13 13 15 
Newton: 5	49	11 13 11 14 
Newton: 5	52	13 15 10 14 
Newton: 5	51	14 13 11 13 
Newton: 6	58	12 14 9 11 12 
Newton: 5	49	10 15 9 15 
Newton: 5	52	12 13 13 14 
Newton: 5	53	10 14 14 15 
Newton: 6	60	9 8 14 14 15 
Newton: 6	59	10 11 13 13 12 
Newton: 6	60	9 15 11 12 13 
Newton: 5	54	10 15 13 16 
Newton: 5	53	10 15 12 16 
Newton: 5	57	12 15 15 15 
Newton: 6	64	11 11 13 13 16 
Newton: 6	62	10 11 13 13 15 
Newton: 6	57	10 13 11 14 9 
Newton: 6	57	12 13 10 13 9 
Newton: 5	52	10 14 14 14 
Newton: 5	53	12 15 12 14 
Newton: 5	50	11 13 13 13 
Newton: 5	46	10 11 13 12 
Newton: 5	56	13 13 16 14 
Newton: 5	58	14 14 14 16 
Newton: 5	50	10 13 13 14 
Newton: 5	48	10 12 14 12 
Newton: 5	51	11 15 11 14 
Newton: 5	52	12 15 12 13 
Newton: 5	53	12 15 12 14 
Newton: 5	52	12 15 12 13 
Newton: 5	52	12 15 12 13 
Newton: 5	52	11 15 12 14 
Newton: 5	50	10 14 11 15 
Newton: 5	50	10 13 12 15 
Newton: 5	49	10 13 12 14 
Newton: 5	51	12 14 12 13 
Newton: 5	50	11 14 12 13 
Newton: 5	49	11 13 12 13 
Newton: 5	51	12 14 12 13 
Newton: 5	51	12 14 12 13 
Newton: 5	51	12 14 12 13 
Newton: 5	49	11 14 12 12 
Newton: 5	49	10 14 12 13 
Newton: 5	52	12 14 13 13 
Newton: 5	51	11 13 13 14 
Newton: 5	49	11 13 12 13 
Newton: 5	47	10 13 12 12 
Newton: 5	47	10 13 12 12 
Newton: 5	48	11 13 12 12 
Newton: 5	49	11 13 13 12 
Newton: 5	50	12 13 13 12 
Newton: 5	50	12 13 13 12 
Newton: 5	49	12 13 12 12 
Newton: 5	50	13 12 12 13 
Newton: 6	61	12 13 12 12 12 
Newton: 5	50	12 13 13 12 
Newton: 6	63	12 13 12 13 13 
Newton: 9	78	10 12 11 9 8 9 11 8 
Newton: 8	69	11 11 9 9 10 7 12 
Newton: 6	61	12 12 12 13 12 
Newton: 5	48	12 13 11 12 
Newton: 5	47	12 13 11 11 
Newton: 5	48	13 12 11 12 
Newton: 5	48	12 13 11 12 
Newton: 5	48	12 13 11 12 
Newton: 6	59	12 12 11 12 12 
Newton: 7	71	12 12 11 12 12 12 
Newton: 6	59	12 12 11 12 12 
Newton: 5	46	12 12 11 11 
Newton: 5	46	12 12 11 11 
Newton: 5	46	13 11 11 11 
Newton: 5	46	13 11 11 11 
Newton: 5	45	12 12 10 11 
Newton: 6	48	12 9 8 10 9 
Newton: 6	51	13 9 8 11 10 
Newton: 5	46	12 12 10 12 
Newton: 5	46	12 12 11 11 
Newton: 5	46	12 11 12 11 
Newton: 5	48	12 12 12 12 
Newton: 5	48	12 12 12 12 
Newton: 7	73	12 12 12 12 12 13 
Newton: 7	71	12 12 11 11 13 12 
Newton: 6	62	12 13 12 12 13 
Newton: 5	51	13 12 13 13 
Newton: 5	51	13 12 14 12 
Newton: 5	51	13 12 14 12 
Newton: 5	51	13 12 13 13 
Newton: 5	52	13 13 13 13 
Newton: 5	52	13 13 13 13 
Newton: 5	51	13 12 14 12 
Newton: 5	51	13 12 14 12 
Newton: 5	50	13 13 11 13 
Newton: 5	49	13 12 13 11 
Newton: 5	51	14 12 13 12 
Newton: 5	50	12 13 12 13 
Newton: 5	49	11 13 13 12 
Newton: 5	48	12 10 14 12 
Newton: 6	47	11 8 9 11 8 
Newton: 7	51	9 9 9 11 6 7 
Newton: 6	51	12 10 11 8 10 
Newton: 5	44	12 10 12 10 
Newton: 5	47	11 13 11 12 
Newton: 5	46	10 12 12 12 
Newton: 5	43	9 11 12 11 
Newton: 5	41	10 9 12 10 
Newton: 5	41	9 11 11 10 
Newton: 5	42	9 10 11 12 
Newton: 5	43	10 10 11 12 
Newton: 5	42	9 10 11 12 
Newton: 5	43	10 10 10 13 
Newton: 5	44	9 11 14 10 
Newton: 5	46	10 11 13 12 
Newton: 5	45	11 10 12 12 
Newton: 5	46	10 12 11 13 
Newton: 6	58	13 9 13 10 13 
Newton: 6	58	11 11 13 10 13 
Newton: 5	47	11 12 11 13 
Newton: 5	48	11 12 12 13 
Newton: 5	49	11 12 13 13 
Newton: 5	49	12 11 14 12 
Newton: 6	62	11 12 13 13 13 
Newton: 5	49	13 11 13 12 
Newton: 6	62	12 13 12 12 13 
Newton: 5	51	14 11 13 13 
Newton: 5	50	13 11 14 12 
Newton: 5	49	13 11 13 12 
Newton: 6	65	14 11 13 12 15 
Newton: 6	65	14 11 14 11 15 
Newton: 5	50	13 11 15 11 
Newton: 5	51	14 10 14 13 
Newton: 5	52	14 11 15 12 
Newton: 6	66	14 11 14 12 15 
Newton: 6	63	14 11 13 12 13 
Newton: 6	66	12 13 14 12 15 
Newton: 6	67	13 13 13 14 14 
Newton: 6	69	14 13 13 14 15 
Newton: 6	67	12 15 13 13 14 
Newton: 5	51	13 12 13 13 
Newton: 6	70	12 13 14 15 16 
Newton: 6	68	13 13 14 13 15 
Newton: 7	76	13 13 13 12 13 12 
Newton: 5	55	13 14 12 16 
Newton: 5	56	13 14 15 14 
Newton: 6	72	13 13 16 14 16 
Newton: 5	59	14 14 16 15 
Newton: 5	58	15 13 15 15 
Newton: 5	57	15 12 16 14 
Newton: 5	58	16 11 15 16 
Newton: 5	59	14 14 16 15 
Newton: 5	57	13 14 16 14 
Newton: 5	57	15 13 16 13 
Newton: 5	58	14 13 16 15 
Newton: 5	56	13 14 14 15 
Newton: 5	59	14 14 15 16 
Newton: 6	66	11 12 15 12 16 
Newton: 6	63	11 14 12 11 15 
Newton: 6	62	11 14 11 13 13 
Newton: 5	54	10 15 14 15 
Newton: 6	66	12 11 14 16 13 
Newton: 6	68	13 14 13 15 13 
Newton: 6	61	11 14 11 14 11 
Newton: 6	66	13 12 14 14 13 
Newton: 5	52	12 13 13 14 
Newton: 6	63	14 12 11 14 12 
Newton: 5	51	14 12 11 14 
Newton: 5	49	12 14 8 15 
Newton: 5	49	11 14 9 15 
Newton: 5	48	9 12 14 13 
Newton: 5	55	12 14 13 16 
Newton: 5	50	10 14 11 15 
Newton: 5	49	11 14 11 13 
Newton: 5	52	11 14 14 13 
Newton: 5	48	10 13 12 13 
Newton: 5	46	9 14 10 13 
Newton: 5	47	9 13 15 10 
Newton: 5	48	9 13 14 12 
Newton: 5	47	9 12 14 12 
Newton: 5	46	10 12 12 12 
Newton: 5	51	13 13 13 12 
Newton: 5	46	11 11 12 12 
Newton: 4	36	11 11 14 
Newton: 5	45	10 12 14 9 
Newton: 4	36	10 13 13 
Newton: 4	35	10 12 13 
Newton: 5	45	10 12 13 10 
Newton: 5	47	10 12 14 11 
Newton: 5	44	10 11 12 11 
Newton: 5	43	10 11 11 11 
Newton: 5	40	8 11 12 9 
Newton: 5	44	8 12 11 13 
Newton: 5	44	9 11 11 13 
Newton: 5	43	8 13 10 12 
Newton: 6	49	9 11 9 10 10 
Newton: 5	40	10 12 8 10 
Newton: 5	43	10 10 11 12 
Newton: 5	47	11 10 13 13 
Newton: 5	44	9 11 11 13 
Newton: 5	46	10 10 13 13 
Newton: 5	39	7 11 12 9 
Newton: 5	45	8 12 13 12 
Newton: 5	45	11 10 12 12 
Newton: 6	52	9 11 10 11 11 
Newton: 10	77	6 10 10 10 9 10 6 7 9 
Newton: 5	40	7 11 9 13 
Newton: 5	39	8 10 9 12 
Newton: 6	45	7 8 10 9 11 
Newton: 5	39	9 9 10 11 
Newton: 5	39	9 11 9 10 
Newton: 5	38	8 10 10 10 
Newton: 5	40	9 10 11 10 
Newton: 5	41	9 11 10 11 
Newton: 6	54	9 10 12 11 12 
Newton: 6	48	7 10 11 9 11 
Newton: 6	60	11 12 12 12 13 
Newton: 5	45	10 12 12 11 
Newton: 5	45	10 11 12 12 
Newton: 5	44	9 11 13 11 
Newton: 5	49	13 12 12 12 
Newton: 5	49	12 13 12 12 
Newton: 5	48	12 12 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	48	12 12 12 12 
Newton: 5	48	10 12 13 13 
Newton: 5	52	12 12 14 14 
Newton: 5	48	11 13 12 12 
Newton: 5	49	13 12 12 12 
Newton: 5	45	11 12 11 11 
Newton: 5	43	9 11 11 12 
Newton: 5	49	12 12 13 12 
Newton: 5	45	11 11 12 11 
Newton: 8	71	12 11 8 8 10 11 11 
Newton: 9	75	9 9 9 12 8 9 11 8 
Newton: 7	67	11 12 8 10 12 14 
Newton: 6	61	12 12 13 13 11 
Newton: 5	49	12 12 13 12 
Newton: 5	51	13 12 14 12 
Newton: 5	51	13 12 14 12 
Newton: 5	50	13 11 13 13 
Newton: 5	49	13 11 13 12 
Newton: 5	51	13 12 14 12 
Newton: 6	63	13 12 13 13 12 
Newton: 6	63	14 11 13 13 12 
Newton: 6	64	14 11 13 13 13 
Newton: 5	52	14 11 13 14 
Newton: 5	51	13 12 14 12 
Newton: 6	57	10 11 11 11 14 
Newton: 6	57	11 11 11 11 13 
Newton: 5	53	13 12 14 14 
Newton: 5	53	13 12 14 14 
Newton: 5	52	13 11 13 15 
Newton: 5	55	13 12 14 16 
Newton: 6	63	11 12 12 15 13 
Newton: 6	64	11 12 14 12 15 
Newton: 5	51	12 11 16 12 
Newton: 5	53	14 11 15 13 
Newton: 5	53	14 11 15 13 
Newton: 5	53	14 11 15 13 
Newton: 5	55	13 13 15 14 
Newton: 5	54	14 12 15 13 
Newton: 5	54	12 13 16 13 
Newton: 6	64	11 13 14 13 13 
Newton: 6	63	12 13 14 12 12 
Newton: 5	54	12 14 14 14 
Newton: 5	53	12 15 13 13 
Newton: 5	54	12 15 14 13 
Newton: 5	55	14 15 13 13 
Newton: 6	62	12 13 12 13 12 
Newton: 5	52	11 14 13 14 
Newton: 5	50	10 15 13 12 
Newton: 5	49	10 13 11 15 
Newton: 5	47	10 13 10 14 
Newton: 5	47	11 12 10 14 
Newton: 5	48	12 14 9 13 
Newton: 5	48	11 12 12 13 
Newton: 6	57	9 12 14 10 12 
Newton: 5	49	12 12 13 12 
Newton: 5	48	13 11 13 11 
Newton: 5	48	13 10 13 12 
Newton: 5	47	13 10 13 11 
Newton: 6	53	7 12 11 12 11 
Newton: 6	58	10 10 14 12 12 
Newton: 5	47	12 9 12 14 
Newton: 5	47	11 9 14 13 
Newton: 6	51	9 10 10 12 10 
Newton: 6	54	10 10 11 11 12 
Newton: 6	54	11 10 12 12 9 
Newton: 6	55	12 9 12 12 10 
Newton: 5	45	12 9 12 12 
Newton: 5	45	12 9 13 11 
Newton: 5	43	8 10 12 13 
Newton: 5	45	9 12 11 13 
Newton: 5	46	10 12 12 12 
Newton: 6	55	12 9 12 12 10 
Newton: 5	45	10 10 12 13 
Newton: 5	45	12 9 12 12 
Newton: 6	56	11 10 12 12 11 
Newton: 5	43	11 10 12 10 
Newton: 5	45	12 10 11 12 
Newton: 5	45	12 9 12 12 
Newton: 5	46	12 9 12 13 
Newton: 6	53	10 11 10 11 11 
Newton: 7	62	13 8 10 9 11 11 
Newton: 5	45	12 9 13 11 
Newton: 5	48	12 10 13 13 
Newton: 5	49	12 10 14 13 
Newton: 5	48	12 10 14 12 
Newton: 5	49	12 11 13 13 
Newton: 5	47	12 9 14 12 
Newton: 5	48	12 10 14 12 
Newton: 5	48	13 10 13 12 
Newton: 5	47	12 10 14 11 
Newton: 5	48	12 10 14 12 
Newton: 5	47	13 10 13 11 
Newton: 5	46	12 10 13 11 
Newton: 5	46	13 10 10 13 
Newton: 6	55	12 9 10 12 12 
Newton: 6	57	12 9 11 12 13 
Newton: 6	56	12 10 11 13 10 
Newton: 6	56	12 10 11 12 11 
Newton: 5	46	12 10 13 11 
Newton: 6	60	12 12 12 11 13 
Newton: 5	43	9 12 12 10 
Newton: 6	56	10 11 13 10 12 
Newton: 5	46	12 10 13 11 
Newton: 5	45	12 9 13 11 
Newton: 5	45	10 11 12 12 
Newton: 5	43	10 13 10 10 
Newton: 5	45	10 11 13 11 
Newton: 5	47	11 11 12 13 
Newton: 6	57	9 11 13 11 13 
Newton: 8	82	10 12 10 10 12 14 14 
Newton: 7	73	10 11 13 12 14 13 
Newton: 6	62	10 12 13 13 14 
Newton: 6	60	10 11 14 12 13 
Newton: 5	47	10 13 13 11 
Newton: 5	48	10 14 11 13 
Newton: 5	48	10 13 13 12 
Newton: 5	51	11 13 14 13 
Newton: 5	54	12 13 15 14 
Newton: 5	45	10 12 13 10 
Newton: 5	47	9 14 11 13 
Newton: 6	63	9 13 13 15 13 
Newton: 5	51	11 13 12 15 
Newton: 6	61	11 14 11 9 16 
Newton: 6	62	10 14 11 15 12 
Newton: 6	59	9 15 12 12 11 
Newton: 7	72	12 12 12 11 13 12 
Newton: 6	64	10 15 13 15 11 
Newton: 5	47	9 12 14 12 
Newton: 5	51	12 13 14 12 
Newton: 5	52	11 13 16 12 
Newton: 5	49	10 13 12 14 
Newton: 4	35	10 12 13 
Newton: 4	36	10 13 13 
Newton: 6	56	10 9 12 12 13 
Newton: 6	62	10 12 12 13 15 
Newton: 5	46	9 12 13 12 
Newton: 5	44	9 13 10 12 
Newton: 6	55	10 12 9 12 12 
Newton: 6	60	12 12 10 13 13 
Newton: 5	47	9 11 12 15 
Newton: 5	51	12 12 13 14 
Newton: 5	52	11 13 14 14 
Newton: 5	49	9 12 14 14 
Newton: 5	52	11 14 13 14 
Newton: 5	53	12 13 14 14 
Newton: 5	53	11 13 15 14 
Newton: 5	54	12 14 14 14 
Newton: 6	69	12 14 14 14 15 
Newton: 5	54	12 14 13 15 
Newton: 4	42	13 13 16 
Newton: 5	56	12 13 16 15 
Newton: 5	57	13 14 15 15 
Newton: 5	56	12 15 14 15 
Newton: 5	56	12 14 15 15 
Newton: 5	55	11 14 15 15 
Newton: 5	56	12 15 15 14 
Newton: 5	56	12 14 15 15 
Newton: 5	56	12 14 15 15 
Newton: 5	55	13 13 15 14 
Newton: 5	56	12 14 15 15 
Newton: 5	55	12 15 14 14 
Newton: 5	57	13 15 15 14 
Newton: 5	54	12 12 15 15 
Newton: 5	57	12 15 15 15 
Newton: 5	57	12 15 15 15 
Newton: 5	56	13 14 15 14 
Newton: 5	55	13 14 14 14 
Newton: 5	55	13 13 15 14 
Newton: 5	50	9 13 14 14 
Newton: 5	55	12 14 15 14 
Newton: 5	56	12 14 15 15 
Newton: 5	56	12 14 15 15 
Newton: 5	56	14 13 15 14 
Newton: 5	55	13 14 13 15 
Newton: 5	54	11 14 15 14 
Newton: 5	56	13 14 15 14 
Newton: 5	58	14 14 15 15 
Newton: 6	68	13 13 14 14 14 
Newton: 5	56	13 13 15 15 
Newton: 5	56	13 13 15 15 
Newton: 6	69	12 14 15 14 14 
Newton: 7	79	12 12 13 13 13 16 
Newton: 11	104	9 10 13 9 11 8 9 10 12 13 
Newton: 8	76	12 12 11 10 10 12 9 
Newton: 7	79	13 11 15 11 14 15 
Newton: 6	65	12 11 15 14 13 
Newton: 6	67	12 12 14 15 14 
Newton: 5	54	12 12 15 15 
Newton: 7	80	13 10 15 14 14 14 
Newton: 6	66	13 10 15 14 14 
Newton: 6	65	13 10 14 14 14 
Newton: 6	68	12 12 15 15 14 
Newton: 5	52	12 11 15 14 
Newton: 6	62	12 11 14 13 12 
Newton: 6	65	12 11 15 14 13 
Newton: 6	66	12 11 15 14 14 
Newton: 5	54	12 11 16 15 
Newton: 5	52	11 12 15 14 
Newton: 5	49	10 12 14 13 
Newton: 5	51	12 11 14 14 
Newton: 5	50	12 11 14 13 
Newton: 5	51	12 11 14 14 
Newton: 5	50	11 12 13 14 
Newton: 5	51	11 12 13 15 
Newton: 5	52	11 12 14 15 
Newton: 5	50	10 12 13 15 
Newton: 5	51	10 12 14 15 
Newton: 5	53	11 13 14 15 
Newton: 5	53	11 12 15 15 
Newton: 5	52	11 12 15 14 
Newton: 5	52	11 12 15 14 
Newton: 5	53	12 12 15 14 
Newton: 5	51	12 11 15 13 
Newton: 6	65	12 12 15 13 13 
Newton: 7	66	12 7 10 13 11 13 
Newton: 6	61	12 10 13 13 13 
Newton: 5	52	12 12 15 13 
Newton: 5	53	11 12 15 15 
Newton: 5	52	12 12 15 13 
Newton: 5	49	10 11 13 15 
Newton: 5	47	9 11 13 14 
Newton: 5	49	10 13 12 14 
Newton: 5	48	10 13 12 13 
Newton: 5	43	10 11 13 9 
Newton: 5	41	9 10 13 9 
Newton: 5	43	11 7 13 12 
Newton: 5	46	10 11 13 12 
Newton: 5	45	11 12 12 10 
Newton: 5	45	10 11 12 12 
Newton: 5	46	10 12 11 13 
Newton: 5	47	11 11 13 12 
Newton: 5	46	11 9 14 12 
Newton: 6	54	8 9 13 11 13 
Newton: 5	42	9 11 9 13 
Newton: 5	48	10 11 14 13 
Newton: 5	44	9 12 10 13 
Newton: 5	48	11 10 15 12 
Newton: 5	46	12 8 14 12 
Newton: 5	40	8 10 10 12 
Newton: 5	42	9 12 9 12 
Newton: 5	45	11 10 12 12 
Newton: 6	55	10 11 10 12 12 
Newton: 5	44	12 8 12 12 
Newton: 5	46	12 9 13 12 
Newton: 5	45	10 10 12 13 
Newton: 5	47	13 9 13 12 
Newton: 5	47	12 9 13 13 
Newton: 5	48	11 11 13 13 
Newton: 5	47	12 9 13 13 
Newton: 5	47	13 8 13 13 
Newton: 5	47	12 9 13 13 
Newton: 5	47	12 9 13 13 
Newton: 5	45	12 9 12 12 
Newton: 5	47	12 9 13 13 
Newton: 5	45	12 9 13 11 
Newton: 6	50	7 10 12 9 12 
Newton: 6	59	13 10 11 12 13 
Newton: 7	67	12 8 12 10 13 12 
Newton: 6	58	13 8 11 12 14 
Newton: 5	45	14 8 11 12 
Newton: 5	45	13 8 13 11 
Newton: 5	46	13 8 14 11 
Newton: 5	46	13 9 14 10 
Newton: 5	48	13 9 15 11 
Newton: 6	61	13 9 11 12 16 
Newton: 6	58	13 9 10 12 14 
Newton: 6	55	14 9 7 12 13 
Newton: 6	59	11 10 12 15 11 
Newton: 6	58	13 9 14 9 13 
Newton: 5	50	11 12 14 13 
Newton: 6	64	11 14 12 13 14 
Newton: 5	47	11 12 13 11 
Newton: 5	47	12 10 13 12 
Newton: 5	49	11 12 14 12 
Newton: 5	48	12 9 14 13 
Newton: 5	50	12 11 14 13 
Newton: 5	48	10 13 13 12 
Newton: 5	52	11 12 15 14 
Newton: 6	62	11 12 13 13 13 
Newton: 6	63	11 12 14 13 13 
Newton: 8	90	10 15 14 13 13 13 12 
Newton: 7	74	11 13 11 12 14 13 
Newton: 6	64	11 12 14 13 14 
Newton: 7	78	10 13 14 13 14 14 
Newton: 7	80	11 13 12 14 15 15 
Newton: 7	80	10 13 15 14 14 14 
Newton: 6	66	11 13 14 13 15 
Newton: 5	52	11 13 14 14 
Newton: 5	52	12 13 14 13 
Newton: 6	68	10 15 14 15 14 
Newton: 6	66	11 14 13 14 14 
Newton: 7	77	11 14 10 14 14 14 
Newton: 5	50	10 14 14 12 
Newton: 5	51	11 13 12 15 
Newton: 5	47	11 13 10 13 
Newton: 6	59	10 12 13 11 13 
Newton: 5	51	10 13 13 15 
Newton: 5	57	13 14 15 15 
Newton: 5	50	12 13 12 13 
Newton: 6	59	10 12 12 13 12 
Newton: 5	46	11 12 13 10 
Newton: 5	53	12 14 12 15 
Newton: 5	52	12 14 12 14 
Newton: 5	47	10 13 11 13 
Newton: 5	48	10 14 11 13 
Newton: 5	51	11 14 10 16 
Newton: 4	40	12 15 13 
Newton: 5	56	13 15 14 14 
Newton: 4	41	12 15 14 
Newton: 5	55	12 15 14 14 
Newton: 4	43	15 13 15 
Newton: 5	52	11 13 14 14 
Newton: 5	53	10 14 13 16 
Newton: 5	52	10 14 14 14 
Newton: 5	54	12 14 14 14 
Newton: 5	55	12 15 14 14 
Newton: 5	59	14 15 15 15 
Newton: 5	60	15 15 14 16 
Newton: 5	59	14 16 14 15 
Newton: 5	56	12 15 14 15 
Newton: 5	57	14 14 15 14 
Newton: 6	56	8 9 10 13 16 
Newton: 6	61	9 12 13 14 13 
Newton: 5	48	9 11 13 15 
Newton: 5	53	11 12 16 14 
Newton: 5	56	12 16 14 14 
Newton: 5	56	12 16 14 14 
Newton: 5	56	13 15 14 14 
Newton: 5	54	11 13 16 14 
Newton: 6	67	12 14 13 14 14 
Newton: 5	54	11 13 16 14 
Newton: 5	52	10 13 14 15 
Newton: 5	54	12 14 14 14 
Newton: 5	51	11 14 13 13 
Newton: 5	52	11 14 13 14 
Newton: 5	52	11 14 13 14 
Newton: 5	52	11 14 13 14 
Newton: 5	54	12 14 14 14 
Newton: 5	52	11 12 15 14 
Newton: 5	51	10 13 14 14 
Newton: 5	52	10 13 15 14 
Newton: 6	68	12 13 15 14 14 
Newton: 6	61	11 14 8 14 14 
Newton: 6	65	11 13 13 14 14 
Newton: 5	51	9 13 15 14 
Newton: 5	49	9 12 14 14 
Newton: 5	49	9 12 14 14 
Newton: 5	49	9 12 15 13 
Newton: 5	48	9 11 12 16 
Newton: 5	48	8 12 14 14 
Newton: 5	50	10 11 16 13 
Newton: 5	50	11 11 14 14 
Newton: 5	49	10 11 14 14 
Newton: 5	52	12 11 15 14 
Newton: 6	59	12 11 12 12 12 
Newton: 10	87	9 8 9 11 8 9 12 8 13 
Newton: 7	66	11 11 10 11 12 11 
Newton: 6	62	13 10 13 12 14 
Newton: 7	70	8 12 12 11 13 14 
Newton: 6	56	8 10 12 12 14 
Newton: 6	60	12 9 13 13 13 
Newton: 5	50	12 11 14 13 
Newton: 5	50	11 11 14 14 
Newton: 5	50	11 11 14 14 
Newton: 5	50	11 11 14 14 
Newton: 5	49	11 10 14 14 
Newton: 6	62	11 10 14 13 14 
Newton: 5	48	11 10 14 13 
Newton: 5	49	10 10 16 13 
Newton: 6	59	9 9 13 14 14 
Newton: 5	46	8 10 14 14 
